Suburb,Address,Rooms,Type,Price,Distance,Bedroom2,CouncilArea,Lattitude,Longtitude
NOTTING HILL,1/3 Saniky St,3,u,840000,16.7,3,Monash City Council,-37.90354,145.14394
NOTTING HILL,3 Risdon Dr,4,h,1211000,16.7,4,Monash City Council,-37.90779,145.15042
NOTTING HILL,25 Bingley Av,3,h,1075000,16.7,3,Monash City Council,-37.90556,145.1486
NOTTING HILL,12 Rosings Ct,4,h,1210000,16.7,4,Monash City Council,-37.90397,145.15126
NOTTING HILL,21 Bingley Av,3,h,1100000,16.7,3,Monash City Council,-37.90521,145.14866
OAKLEIGH,128 Atherton Rd,2,h,1010000,14,2,Monash City Council,-37.9001,145.0981
OAKLEIGH,8/105 Atherton Rd,2,h,305000,14,2,Monash City Council,-37.8994,145.0955
OAKLEIGH,11/79 Atherton Rd,2,u,400000,14,2,Monash City Council,-37.8991,145.0939
OAKLEIGH,94 Burlington St,3,h,880000,14,3,Monash City Council,-37.9033,145.1006
OAKLEIGH,4 Leroux St,3,h,1076000,14,3,Monash City Council,-37.8961,145.1046
OAKLEIGH,3 Estelle St,3,h,1045000,14,3,Monash City Council,-37.8923,145.1013
OAKLEIGH,5/1 Parer St,2,h,600000,14,2,Monash City Council,-37.9086,145.0977
OAKLEIGH,105 Atkinson St,3,h,1225000,14,3,Monash City Council,-37.8956,145.0928
OAKLEIGH,1173 North Rd,3,h,1035000,14,3,Monash City Council,-37.91,145.0914
OAKLEIGH,1/1478 Dandenong Rd,3,u,690000,14,3,Monash City Council,-37.8968,145.0983
OAKLEIGH,53 William St,3,h,1050000,14,3,Monash City Council,-37.9055,145.1024
OAKLEIGH,56 Burlington St,3,h,1045000,14,3,Monash City Council,-37.9028,145.0971
OAKLEIGH,1249 North Rd,3,h,865000,14,2,Monash City Council,-37.9109,145.0995
OAKLEIGH,13 Hilbert Ct,3,h,1033000,14,3,Monash City Council,-37.8951,145.101
OAKLEIGH,1231 North Rd,4,h,991000,14,4,Monash City Council,-37.9107,145.0975
OAKLEIGH,134 Atherton Rd,4,h,1641000,14,4,Monash City Council,-37.9002,145.099
OAKLEIGH,3/21 John St,2,h,655000,14,2,Monash City Council,-37.9024,145.1008
OAKLEIGH,1472 Dandenong Rd,2,h,750000,14,2,Monash City Council,-37.8964,145.0977
OAKLEIGH,197 Huntingdale Rd,3,h,1025000,14,3,Monash City Council,-37.9023,145.105
OAKLEIGH,1/233 Huntingdale Rd,3,u,637000,14,3,Monash City Council,-37.9058,145.1043
OAKLEIGH,1/157 Atherton Rd,3,u,633500,14,3,Monash City Council,-37.9001,145.1009
OAKLEIGH,62 Eastgate St,4,h,1180000,14,4,Monash City Council,-37.9087,145.0886
OAKLEIGH,9 Winifred St,3,h,1124000,14,3,Monash City Council,-37.8952,145.1021
OAKLEIGH,36 Hatter St,3,h,1225000,14,3,Monash City Council,-37.9066,145.088
OAKLEIGH,1474 Dandenong Rd,4,h,855000,14,3,Monash City Council,-37.8966,145.0979
OAKLEIGH,5 Grant St,5,h,1600000,14,5,Monash City Council,-37.8973,145.0979
OAKLEIGH,9/126 Atherton Rd,3,u,665000,14,3,Monash City Council,-37.9008,145.098
OAKLEIGH,101 Atkinson St,4,h,2525000,14,4,Monash City Council,-37.8952,145.0928
OAKLEIGH,12 Watsonia St,4,h,1615000,14,4,Monash City Council,-37.91,145.096
OAKLEIGH,1/1438 Dandenong Rd,3,u,655000,14,3,Monash City Council,-37.8946,145.0944
OAKLEIGH,24 Gadd St,5,h,1351000,14,5,Monash City Council,-37.9098,145.097
OAKLEIGH,36 Westgate St,3,h,1205000,14,3,Monash City Council,-37.9066,145.0869
OAKLEIGH,4 Mead Ct,2,h,676000,14,2,Monash City Council,-37.9067,145.0921
OAKLEIGH,7 Hilbert Ct,4,h,1145000,14,4,Monash City Council,-37.895,145.1014
OAKLEIGH,141 Atherton Rd,4,h,1600000,14,4,Monash City Council,-37.8999,145.0993
OAKLEIGH,110 Atkinson St,4,h,1840000,14,4,Monash City Council,-37.898,145.0928
OAKLEIGH,19 Westgate St,4,h,1410000,12.3,4,Monash City Council,-37.9054,145.08669
OAKLEIGH,31 Westgate St,3,h,1245000,12.3,3,Monash City Council,-37.90626,145.08653
OAKLEIGH,5 Eastgate St,5,h,1750000,12.3,5,Monash City Council,-37.90465,145.08894
OAKLEIGH,17 John St,2,h,1225000,12.3,2,Monash City Council,-37.90193,145.10107
OAKLEIGH,32 Stamford Rd,3,h,1365000,12.3,3,Monash City Council,-37.89542,145.10055
OAKLEIGH,6 Gillon Ct,4,h,1415000,12.3,4,Monash City Council,-37.89215,145.10472
OAKLEIGH,42 Bishop St,4,h,1610000,12.3,4,Monash City Council,-37.90821,145.09314
OAKLEIGH,3 Ford Av,4,h,1150000,12.3,4,Monash City Council,-37.9073,145.0962
OAKLEIGH,9 Young St,4,h,1495000,12.3,4,Monash City Council,-37.90706,145.09524
OAKLEIGH,68 Haughton Rd,3,h,760000,12.3,3,Monash City Council,-37.90584,145.09495
OAKLEIGH,3 Grant St,2,h,875000,12.3,2,Monash City Council,-37.89721,145.09792
OAKLEIGH,175 Atherton Rd,5,h,1828000,12.3,5,Monash City Council,-37.90037,145.10281
OAKLEIGH,17 Abbeygate St,3,h,1215000,12.3,3,Monash City Council,-37.90561,145.08982
OAKLEIGH,2 Bishop St,3,h,1315000,12.3,3,Monash City Council,-37.90537,145.09365
OAKLEIGH,805 Warrigal Rd,4,h,1160000,12.3,4,Monash City Council,-37.8915,145.0888
OAKLEIGH,1470 Dandenong Rd,2,h,890000,12.3,2,Monash City Council,-37.8964,145.09758
OAKLEIGH,22 Heath Av,4,h,1455000,12.3,4,Monash City Council,-37.90191,145.09857
OAKLEIGH,2 William St,4,h,1546000,12.3,4,Monash City Council,-37.90114,145.10357
OAKLEIGH,38 Henry St,3,h,1320000,12.3,3,Monash City Council,-37.90452,145.10391
OAKLEIGH,4 Best St,4,h,1580000,12.3,4,Monash City Council,-37.90817,145.09214
OAKLEIGH EAST,1725 Dandenong Rd,5,h,1525000,12.3,5,Monash City Council,-37.90119,145.1068
OAKLEIGH EAST,82 Patrick St,6,h,1900000,12.3,6,Monash City Council,-37.909,145.12059
OAKLEIGH EAST,41 Clayton Rd,2,h,1114000,12.3,2,Monash City Council,-37.90241,145.12378
OAKLEIGH EAST,3/1 Inga St,3,u,740000,12.3,3,Monash City Council,-37.89941,145.11523
OAKLEIGH EAST,1/17 Claudel St,3,t,820000,12.3,3,Monash City Council,-37.91017,145.11488
OAKLEIGH EAST,33 Greta St,3,h,1210000,12.3,3,Monash City Council,-37.9125,145.11844
OAKLEIGH EAST,16 Leumear St,3,h,1292000,12.3,3,Monash City Council,-37.90295,145.11939
OAKLEIGH EAST,2/83 Patrick St,4,t,912000,12.3,4,Monash City Council,-37.90822,145.12036
OAKLEIGH EAST,1/22 Nonna St,3,h,875000,12.3,3,Monash City Council,-37.90088,145.11692
OAKLEIGH EAST,3 McKenzie Ct,2,h,1150000,12.3,2,Monash City Council,-37.90168,145.11081
OAKLEIGH EAST,60 Highland Av,3,h,1382000,12.3,3,Monash City Council,-37.90638,145.11733
OAKLEIGH EAST,15 Daly St,3,h,997000,12.3,3,Monash City Council,-37.9011,145.112
OAKLEIGH EAST,5 Elysium Cr,3,h,1775000,12.3,3,Monash City Council,-37.90039,145.11123
OAKLEIGH EAST,2 Howden St,4,h,1325000,12.3,4,Monash City Council,-37.89755,145.10169
OAKLEIGH EAST,38 Nonna St,4,h,1140000,12.3,4,Monash City Council,-37.89974,145.11705
OAKLEIGH EAST,59 Carmichael Rd,3,h,1180000,12.3,3,Monash City Council,-37.90258,145.11249
OAKLEIGH SOUTH,2/232 Warrigal Rd,3,t,680000,14.7,3,Kingston City Council,-37.9122,145.0853
OAKLEIGH SOUTH,14 Bossington St,3,h,981000,14.7,3,Kingston City Council,-37.9167,145.0855
OAKLEIGH SOUTH,4 Montrose St,4,h,876000,14.7,4,Kingston City Council,-37.9384,145.0878
OAKLEIGH SOUTH,16 Alleford St,3,h,875000,14.7,3,Kingston City Council,-37.9156,145.0879
OAKLEIGH SOUTH,2/1073 Centre Rd,4,h,651000,14.7,4,Kingston City Council,-37.9244,145.0883
OAKLEIGH SOUTH,14 Columbia St,3,h,802000,14.7,1,Kingston City Council,-37.9348,145.0836
OAKLEIGH SOUTH,21 Hardy Ct,3,h,995000,14.7,3,Kingston City Council,-37.9248,145.1067
OAKLEIGH SOUTH,9 Wicks Ct,4,h,881500,14.7,4,Kingston City Council,-37.9355,145.0979
OAKLEIGH SOUTH,4 Cascade St,5,h,900000,14.7,5,Kingston City Council,-37.9366,145.0954
OAKLEIGH SOUTH,3/1073 Centre Rd,3,h,782000,14.7,3,Kingston City Council,-37.9244,145.0885
OAKLEIGH SOUTH,10a Farm Rd,2,h,580000,14.7,2,Kingston City Council,-37.9249,145.0943
OAKLEIGH SOUTH,13 Farm Rd,3,h,937500,14.7,3,Kingston City Council,-37.9245,145.0937
OAKLEIGH SOUTH,25 Luntar Rd,3,h,1080000,14.7,3,Kingston City Council,-37.9261,145.083
OAKLEIGH SOUTH,8 Riley St,3,h,1000000,14.7,3,Kingston City Council,-37.9215,145.0925
OAKLEIGH SOUTH,24 Guest Rd,3,h,1235000,14.7,3,Kingston City Council,-37.9129,145.094
OAKLEIGH SOUTH,7 Robyn Ct,4,h,801347,14.7,4,Kingston City Council,-37.9361,145.0816
OAKLEIGH SOUTH,9 Emerald St,3,h,921000,14.7,3,Kingston City Council,-37.9377,145.0856
OAKLEIGH SOUTH,1172 North Rd,6,h,1900000,14.7,6,Kingston City Council,-37.9099,145.0875
OAKLEIGH SOUTH,1/19 Dermot St,2,h,752500,14.7,2,Kingston City Council,-37.9191,145.0855
OAKLEIGH SOUTH,9 Telopea Ct,4,h,800000,14.7,4,Kingston City Council,-37.9393,145.0962
OAKLEIGH SOUTH,41 Bossington St,3,t,800000,14.7,3,Kingston City Council,-37.9167,145.0879
OAKLEIGH SOUTH,107 Golf Rd,3,h,1067000,14.7,3,Kingston City Council,-37.9196,145.0876
OAKLEIGH SOUTH,31 Riley St,4,h,1310000,14.7,4,Kingston City Council,-37.9239,145.0943
OAKLEIGH SOUTH,24 Valley St,3,h,800000,14.7,3,Kingston City Council,-37.918,145.1064
OAKLEIGH SOUTH,28 Devoy St,3,h,1260500,14.7,3,Kingston City Council,-37.9178,145.0872
OAKLEIGH SOUTH,15 Druitt St,3,h,850500,14.7,3,Kingston City Council,-37.9303,145.082
OAKLEIGH SOUTH,2/3 Golf Rd,2,u,625000,14.7,2,Kingston City Council,-37.9107,145.0891
OAKLEIGH SOUTH,3 Paula Ct,3,h,980500,14.7,3,Kingston City Council,-37.9187,145.1098
OAKLEIGH SOUTH,22 Pitt St,3,h,1068000,14.7,3,Kingston City Council,-37.9213,145.0854
OAKLEIGH SOUTH,20 Vanessa Ct,4,h,937500,14.7,4,Kingston City Council,-37.9413,145.0957
OAKLEIGH SOUTH,15 Yarra Ct,4,h,1126000,14.7,4,Kingston City Council,-37.935,145.083
OAKLEIGH SOUTH,19 Reid St,2,h,778000,14.7,2,Kingston City Council,-37.9112,145.0873
OAKLEIGH SOUTH,8 Lido Ct,3,h,770000,14.7,3,Kingston City Council,-37.918,145.085
OAKLEIGH SOUTH,272 Warrigal Rd,3,h,985100,14.7,3,Kingston City Council,-37.9115,145.0889
OAKLEIGH SOUTH,4 Dalgan St,4,h,1410000,14.7,4,Kingston City Council,-37.9316,145.0821
OAKLEIGH SOUTH,2/15 Golf Rd,3,u,815000,14.7,3,Kingston City Council,-37.9233,145.1062
OAKLEIGH SOUTH,2 Kaybrook Ct,3,h,1042500,14.7,3,Kingston City Council,-37.9176,145.0839
OAKLEIGH SOUTH,5 Ellesmere St,4,h,1120000,15.5,4,Kingston City Council,-37.93543,145.08408
OAKLEIGH SOUTH,47 Washington Dr,3,h,945000,15.5,3,Kingston City Council,-37.93646,145.08728
OAKLEIGH SOUTH,36 Bossington St,3,h,1218500,15.5,3,Kingston City Council,-37.91693,145.08739
OAKLEIGH SOUTH,10 Devoy St,4,h,1500000,15.5,4,Kingston City Council,-37.91753,145.08524
OAKLEIGH SOUTH,4 Hardy Ct,4,h,1215000,15.5,4,Kingston City Council,-37.92542,145.10622
OAKLEIGH SOUTH,192 Haughton Rd,3,h,1265000,15.5,3,Kingston City Council,-37.91282,145.10376
OAKLEIGH SOUTH,266 Warrigal Rd,4,h,1050000,15.5,4,Kingston City Council,-37.91489,145.08441
OAKLEIGH SOUTH,8 Cedar Ct,3,h,880000,15.5,3,Kingston City Council,-37.94043,145.09314
OAKLEIGH SOUTH,19 Murumba Dr,3,h,1150000,15.5,3,Kingston City Council,-37.9237,145.09211
OAKLEIGH SOUTH,4/1248 North Rd,4,u,774000,15.5,4,Kingston City Council,-37.91121,145.09598
OAKLEIGH SOUTH,6 Sinclair St,3,h,1122000,15.5,3,Kingston City Council,-37.92109,145.10515
OAKLEIGH SOUTH,3/6 Reid St,2,u,601000,15.5,2,Kingston City Council,-37.91061,145.0862
OAKLEIGH SOUTH,44 Golf Rd,4,h,1390000,15.5,4,Kingston City Council,-37.91917,145.08807
OAKLEIGH SOUTH,9 Mimosa Av,3,h,1250000,15.5,3,Kingston City Council,-37.9123,145.09737
OAKLEIGH SOUTH,58 Sherbrooke Av,3,h,840000,15.5,3,Kingston City Council,-37.93869,145.08441
OAKLEIGH SOUTH,10 Talbot Av,3,h,1140000,15.5,3,Kingston City Council,-37.92021,145.10442
OAKLEIGH SOUTH,24 Columbia St,3,h,1110000,15.5,3,Kingston City Council,-37.93409,145.08383
OAKLEIGH SOUTH,19 Luntar Rd,3,h,950000,15.5,3,Kingston City Council,-37.92745,145.08276
OAKLEIGH SOUTH,41 Colin Rd,2,h,955500,15.5,2,Kingston City Council,-37.91698,145.11225
OAKLEIGH SOUTH,28 Beryl Av,4,h,1450000,15.5,4,Kingston City Council,-37.9212,145.09125
OAKLEIGH SOUTH,33 Guest Rd,2,h,985000,15.5,2,Kingston City Council,-37.91344,145.09347
OAKLEIGH SOUTH,338 Huntingdale Rd,4,h,1000000,15.5,4,Kingston City Council,-37.91383,145.10332
OAKLEIGH SOUTH,596 Warrigal Rd,4,h,813500,15.5,4,Kingston City Council,-37.93006,145.08143
OAKLEIGH SOUTH,58 Axford Cr,3,h,1045000,15.5,3,Kingston City Council,-37.92981,145.08361
OAKLEIGH SOUTH,11 Emerald St,3,h,962500,15.5,3,Kingston City Council,-37.93761,145.08564
OAKLEIGH SOUTH,4 Angus Ct,4,h,986000,15.5,4,Kingston City Council,-37.94082,145.09671
OAKLEIGH SOUTH,15 Barkers St,3,h,1000000,15.5,3,Kingston City Council,-37.93773,145.08867
OAKLEIGH SOUTH,14 Silvan St,3,h,915000,15.5,3,Kingston City Council,-37.9377,145.087
OAKLEIGH SOUTH,17 Vernal Rd,4,h,1175000,15.5,4,Kingston City Council,-37.9279,145.0849
OAKLEIGH SOUTH,14 Voumard St,2,h,1070000,15.5,2,Kingston City Council,-37.914,145.0948
OAKLEIGH SOUTH,4 Dalwood Ct,4,h,1021000,15.5,4,Kingston City Council,-37.935,145.0974
OAKLEIGH SOUTH,10B Esper Av,3,h,1050000,15.5,3,Kingston City Council,-37.9285,145.0842
OAKLEIGH SOUTH,13 Norwood St,3,h,898000,15.5,3,Kingston City Council,-37.93735,145.08472
PARKDALE,13B Elm Gr,3,t,1000000,21.5,3,Kingston City Council,-37.99464,145.08099
PARKDALE,44 Melrose St,3,h,820000,21.5,3,Kingston City Council,-37.99652,145.08523
PARKDALE,22 Booth St,3,h,1315000,21.5,3,Kingston City Council,-37.99544,145.08727
PARKDALE,46 Davey St,3,h,940000,21.5,3,Kingston City Council,-37.99443,145.0885
PARKDALE,22 Keith St,4,h,1300000,21.5,4,Kingston City Council,-37.99232,145.08469
PARKDALE,22 Keith St,4,h,1300000,21.5,4,Kingston City Council,-37.99232,145.08469
PARKDALE,36A Warrigal Rd,3,h,1400000,21.5,3,Kingston City Council,-37.9905,145.06999
PARKDALE,5 Booth St,2,h,1270000,21.5,2,Kingston City Council,-37.99482,145.08459
PARKDALE,45 Eighth St,5,h,1485000,21.5,5,Kingston City Council,-37.98928,145.07798
PARKDALE,20 Hawke St,4,h,1137500,21.5,4,Kingston City Council,-37.98464,145.08185
PARKDALE,3 Surf St,3,h,1415000,21.5,3,Kingston City Council,-37.99827,145.07497
PARKDALE,1/168 Beach Rd,4,h,2185000,21.5,4,Kingston City Council,-38.00205,145.07853
PARKDALE,8 Hicks St,3,h,1051000,21.5,3,Kingston City Council,-37.98703,145.09131
PARKDALE,1/41 Seventh St,3,t,1206000,21.5,3,Kingston City Council,-37.98833,145.07741
PARKDALE,1/6 Birdwood St,3,t,1190000,21.5,3,Kingston City Council,-37.99577,145.07215
PARKDALE,4/25 White St,1,t,503750,21.5,1,Kingston City Council,-37.99825,145.08696
PARKDALE,5 Morris St,5,h,1350000,21.5,5,Kingston City Council,-37.99336,145.08953
PARKDALE,2 Kershaw St,4,h,1320000,21.5,4,Kingston City Council,-37.99806,145.08829
PARKDALE,8/410 Nepean Hwy,2,u,672000,21.5,2,Kingston City Council,-37.99515,145.08222
PARKDALE,5 Alameda St,4,h,1630000,21.5,4,Kingston City Council,-37.99323,145.0744
PARKDALE,1 Robert St,4,h,1230000,21.5,4,Kingston City Council,-37.98616,145.08139
PARKDALE,29 Evan St,3,h,1250000,21.5,3,Kingston City Council,-37.98752,145.08358
PARKDALE,14 Robert St,3,h,1060000,21.5,3,Kingston City Council,-37.98656,145.08237
PARKDALE,63 The Corso,4,h,2475000,21.5,4,Kingston City Council,-37.99508,145.07544
PARKDALE,13 Ellen St,3,h,987000,21.5,3,Kingston City Council,-37.99037,145.08642
PARKDALE,17 Queen St,3,h,1365000,21.5,3,Kingston City Council,-37.98639,145.07367
PARKDALE,29 Antibes St,3,h,1775000,21.5,3,Kingston City Council,-37.99309,145.07113
PARKDALE,15A Fifth St,3,h,1055000,21.5,3,Kingston City Council,-37.98819,145.07385
PARKDALE,37 Bethell Av,4,h,1875000,21.5,4,Kingston City Council,-37.99017,145.07854
PARKDALE,6 Elm Gr,3,h,1610000,21.5,3,Kingston City Council,-37.99371,145.08131
PARKDALE,1 Greenways Ct,4,h,1270000,21.5,4,Kingston City Council,-37.99008,145.07012
PARKDALE,1 Keith St,3,h,1400000,21.5,3,Kingston City Council,-37.99201,145.08461
PARKDALE,28 Keiller Av,5,h,1160000,21.5,5,Kingston City Council,-37.98622,145.0903
PARKDALE,1/1 White St,2,u,465000,21.5,2,Kingston City Council,-37.99794,145.08232
PARKDALE,7 Cedric St,3,h,1140000,21.5,3,Kingston City Council,-37.99696,145.08904
PARKDALE,23 Davey St,3,h,1370000,21.5,3,Kingston City Council,-37.99705,145.08763
PARKDALE,20A Victoria St,3,t,1180000,21.5,3,Kingston City Council,-37.99154,145.08598
PARKDALE,27 Elliot St,3,h,1240000,21.5,3,Kingston City Council,-37.99628,145.09102
PARKDALE,29 The Corso,3,h,1850000,21.5,3,Kingston City Council,-37.99249,145.07238
PARKDALE,10 Cherrington Ct,4,h,1100000,21.5,4,Kingston City Council,-37.9941,145.08355
PATTERSON LAKES,62 Kurrawa Cr,3,h,659000,31.2,3,Kingston City Council,-38.07942,145.1479
PATTERSON LAKES,3 Town La,4,h,975000,31.2,4,Kingston City Council,-38.06049,145.14094
SANDHURST,4 Galilee Dr,4,h,645000,34.7,4,Frankston City Council,-38.0817,145.19654
SANDHURST,8 Viewmount Pl,3,h,640000,34.7,3,Frankston City Council,-38.07968,145.21696
SEAFORD,3/7 East Rd,3,u,572000,35.4,3,Frankston City Council,-38.10422,145.14159
SEAFORD,43 Galway St,3,h,540000,35.4,3,Frankston City Council,-38.11014,145.14336
SEAFORD,5 Ireland St,3,h,782500,35.4,3,Frankston City Council,-38.09088,145.12934
SEAFORD,42 Mitchell St,6,h,1050000,35.4,6,Frankston City Council,-38.1078,145.1305
SEAFORD,12 Riviera St,4,h,795000,35.4,4,Frankston City Council,-38.08814,145.12598
SEAFORD,43 Molesworth St,4,h,800000,35.4,4,Frankston City Council,-38.11336,145.15035
SEAFORD,14/10 Claude St,2,t,386000,35.4,2,Frankston City Council,-38.12477,145.13668
SEAFORD,10 Maple St,4,h,763000,35.4,4,Frankston City Council,-38.10226,145.14459
SEAFORD,54 Rosslyn Av,3,h,725000,35.4,3,Frankston City Council,-38.118,145.13015
SEAFORD,210 Seaford Rd,4,h,768000,35.4,4,Frankston City Council,-38.11161,145.15011
SEAFORD,18 Catron St,4,h,870000,35.4,4,Frankston City Council,-38.10052,145.13397
SEAFORD,13 Hayman Av,4,h,880000,35.4,4,Frankston City Council,-38.09683,145.12981
SEAFORD,6 Manyung Ct,3,h,770000,35.4,3,Frankston City Council,-38.09864,145.13129
SEAFORD,137 East Rd,3,h,512000,35.4,3,Frankston City Council,-38.10505,145.15328
SEAFORD,1 Coonara Av,3,h,790000,35.4,3,Frankston City Council,-38.09995,145.12863
SEAFORD,135 Fortescue Av,4,h,890000,35.4,4,Frankston City Council,-38.12211,145.1285
SEAFORD,7 Saxil Ct,3,h,635000,35.4,3,Frankston City Council,-38.10421,145.14688
SEAFORD,32 Lorna St,3,h,650000,35.4,3,Frankston City Council,-38.12014,145.14066
SEAFORD,17 Northcote St,3,h,850000,35.4,3,Frankston City Council,-38.09491,145.13469
SEAFORD,10 Holroyd St,3,h,606000,35.4,3,Frankston City Council,-38.11305,145.14558
SEAFORD,19 Luxton Tce,4,h,800000,35.4,4,Frankston City Council,-38.0984,145.12932
SEAFORD,10 Harold St,3,h,760000,35.4,3,Frankston City Council,-38.10309,145.13228
SEAFORD,15 East Rd,3,h,960000,35.4,3,Frankston City Council,-38.10471,145.14203
SEAFORD,25 Kananook Av,3,h,955000,35.4,3,Frankston City Council,-38.11526,145.12831
SEAFORD,5 Tyrone St,4,h,499000,35.4,4,Frankston City Council,-38.10968,145.14148
SKYE,29 Edinburgh Dr,4,h,640000,34.7,4,Frankston City Council,-38.10542,145.19951
SKYE,20 Overall Dr,4,h,555698,34.7,4,Frankston City Council,-38.09083,145.20139
SKYE,6 Hutchins Wy,3,h,495000,34.7,3,Frankston City Council,-38.1185,145.18841
SKYE,10 Rocklea Cr,3,h,520000,34.7,3,Frankston City Council,-38.09331,145.20223
SPRINGVALE,24 Garnsworthy St,3,h,752500,20.8,3,Greater Dandenong City Council,-37.94106,145.16193
SPRINGVALE,5 Sullivan St,3,h,770000,20.8,3,Greater Dandenong City Council,-37.93861,145.15351
SPRINGVALE,13 Boonah St,3,h,1016000,20.8,3,Greater Dandenong City Council,-37.95612,145.1494
SPRINGVALE,67 Glendale Rd,6,h,917000,20.8,6,Greater Dandenong City Council,-37.93594,145.14674
SPRINGVALE,13 Kallista Rd,3,h,760000,20.8,3,Greater Dandenong City Council,-37.95743,145.14625
SPRINGVALE,1/2 Mary St,2,u,580000,20.8,2,Greater Dandenong City Council,-37.94302,145.15478
SPRINGVALE,15 Maple St,4,h,1080000,20.8,4,Greater Dandenong City Council,-37.9484,145.15663
SPRINGVALE,731 Princes Hwy,3,h,770000,20.8,3,Greater Dandenong City Council,-37.93975,145.16326
SPRINGVALE,4 Audrey St,3,h,881000,20.8,3,Greater Dandenong City Council,-37.94434,145.16289
SPRINGVALE,58 Ellen St,3,h,880000,20.8,3,Greater Dandenong City Council,-37.95277,145.14194
SPRINGVALE,59 Victoria Ct,3,h,930000,20.8,3,Greater Dandenong City Council,-37.95512,145.14612
SPRINGVALE,56 Stephenson St,2,h,740000,20.8,2,Greater Dandenong City Council,-37.941,145.1462
SPRINGVALE,48 Gray St,3,h,1000000,20.8,3,Greater Dandenong City Council,-37.93834,145.15965
SPRINGVALE,1 Whiteside St,2,h,820000,20.8,2,Greater Dandenong City Council,-37.93546,145.15451
SPRINGVALE,42 Amiel St,3,h,861000,20.8,3,Greater Dandenong City Council,-37.94263,145.1575
SPRINGVALE,6 Ash Gr,3,h,1100000,20.8,3,Greater Dandenong City Council,-37.95437,145.15289
SPRINGVALE,40 Gove St,3,h,1120000,20.8,3,Greater Dandenong City Council,-37.94282,145.15888
SPRINGVALE,23 Merton St,3,h,753000,20.8,3,Greater Dandenong City Council,-37.94839,145.15883
SPRINGVALE,38 Souter St,3,h,810000,20.8,3,Greater Dandenong City Council,-37.95157,145.14031
SPRINGVALE,31 Phillip Av,3,h,650000,20.8,3,Greater Dandenong City Council,-37.93775,145.17345
SPRINGVALE SOUTH,5 Gwent St,3,h,700000,22.2,3,Greater Dandenong City Council,-37.98031,145.15497
SPRINGVALE SOUTH,25C MacKay St,4,h,850000,22.2,4,Greater Dandenong City Council,-37.97291,145.15334
SPRINGVALE SOUTH,4 Lindy Ct,3,h,750000,22.2,3,Greater Dandenong City Council,-37.9748,145.15213
SPRINGVALE SOUTH,30 Waddington Cr,3,h,780500,22.2,3,Greater Dandenong City Council,-37.97751,145.14813
SPRINGVALE SOUTH,7 Dangerfield Dr,3,h,833000,22.2,3,Greater Dandenong City Council,-37.9655,145.1513
WATERWAYS,7 Portland Pl,4,h,1265000,21.5,4,Kingston City Council,-38.01347,145.12675
WATERWAYS,22 Broadwater Dr,4,h,1232000,21.5,4,Kingston City Council,-38.01345,145.1342
WHEELERS HILL,87 Chancellor Dr,4,h,1171000,16.7,4,Monash City Council,-37.92024,145.18049
WHEELERS HILL,16 Jacaranda Rd,3,h,1408000,16.7,3,Monash City Council,-37.90618,145.16995
WHEELERS HILL,7 Darvell Cl,4,h,1272000,16.7,4,Monash City Council,-37.91293,145.20079
WHEELERS HILL,9 Mill Ct,4,h,1200000,16.7,4,Monash City Council,-37.91874,145.19157
WHEELERS HILL,49 Phoenix Dr,5,h,1223000,16.7,5,Monash City Council,-37.91199,145.18419
WHEELERS HILL,5 Rubens Ct,4,h,1035000,16.7,4,Monash City Council,-37.91075,145.18758
WHEELERS HILL,18 Garnett Rd,4,h,1184000,16.7,4,Monash City Council,-37.91161,145.19694
WHEELERS HILL,3 Jensen Ct,4,h,1157000,16.7,4,Monash City Council,-37.91212,145.1793
WHEELERS HILL,19 Kooringa Cr,5,h,1100000,16.7,5,Monash City Council,-37.91299,145.1767
WHEELERS HILL,994 Waverley Rd,5,h,1090000,16.7,5,Monash City Council,-37.8921,145.19118
WHEELERS HILL,11 Bluegum Av,5,h,1591000,16.7,5,Monash City Council,-37.90213,145.18444
WHEELERS HILL,6 Reynolds Av,5,h,1490000,16.7,5,Monash City Council,-37.90893,145.18489
WHEELERS HILL,7 Ondine Dr,5,h,1095000,16.7,5,Monash City Council,-37.91636,145.17581
WHEELERS HILL,16 Belinda Cr,4,h,1223000,16.7,4,Monash City Council,-37.90248,145.187
WHEELERS HILL,3 Cotoneaster Ct,3,h,950000,16.7,3,Monash City Council,-37.91101,145.17293
WHEELERS HILL,17 Highwood Dr,5,h,1206000,16.7,5,Monash City Council,-37.89856,145.17682
WHEELERS HILL,6 The Woodland,4,h,1678000,16.7,4,Monash City Council,-37.90306,145.18171
WHEELERS HILL,65 Cootamundra Dr,3,h,950000,16.7,3,Monash City Council,-37.91057,145.1719
WHEELERS HILL,7 Meadowbrook Dr,4,h,1211000,16.7,4,Monash City Council,-37.90667,145.17368
WHEELERS HILL,12 Erskine Cr,4,h,1200000,16.7,4,Monash City Council,-37.91026,145.19298
WHEELERS HILL,99 Grandview Rd,4,h,1480000,16.7,4,Monash City Council,-37.9163,145.19612
WHEELERS HILL,2 Rodney Cl,4,h,1500000,16.7,4,Monash City Council,-37.90466,145.19434
WHEELERS HILL,4 Tyrone Ct,4,h,1194700,16.7,4,Monash City Council,-37.92048,145.18258
WHEELERS HILL,17 Plato Cr,3,h,1025000,16.7,3,Monash City Council,-37.90823,145.16173
